LCLid,Age,Sex,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,Label
7jjpnfay,59,M,14-07-20,0.2105,0.2699375,1.017,48,0.210756833,12.957,0.088,0
gy1trcj3,51,M,15-07-20,0.1295,0.15325,0.699,48,0.103436382,7.356,0.088,1
hn1shmog,52,M,16-07-20,0.1565,0.2236875,0.959,48,0.179789967,10.737,0.084,1
4alt7h2y,57,F,17-07-20,0.1385,0.195145833,1.546,48,0.219273849,9.367,0.083,0
jiins3m0,54,F,18-07-20,0.1855,0.242083333,0.973,48,0.183702678,11.62,0.087,0
b49q7944,60,M,19-07-20,0.142,0.1773125,0.853,48,0.139774158,8.511,0.084,0
716izdyk,49,M,20-07-20,0.149,0.194666667,0.902,48,0.159567278,9.344,0.086,1
xx0q6jfw,51,F,21-07-20,0.146,0.185875,1.068,48,0.159189386,8.922,0.093,0
ti4or302,55,F,22-07-20,0.142,0.171166667,0.784,48,0.119008194,8.216,0.081,0
ro9nc4jo,42,M,23-07-20,0.1615,0.198479167,0.639,48,0.125951526,9.527,0.087,0
f7wlnyrx,51,F,24-07-20,0.147,0.1721875,0.78,48,0.114078669,8.265,0.072,0
a897c8s0,59,M,25-07-20,0.1535,0.2024375,0.828,48,0.166138356,9.717,0.081,0
lxjhz079,53,M,26-07-20,0.1715,0.211375,1.006,48,0.154025091,10.146,0.088,0
pxfrh4a1,48,F,27-07-20,0.152,0.183979167,0.843,48,0.126865231,8.831,0.095,0
rl3zfdlu,36,M,28-07-20,0.146,0.169875,0.96,48,0.130579661,8.154,0.085,0
s3v5s1ug,48,M,29-07-20,0.141,0.141270833,0.41,48,0.05925306,6.781,0.075,0
a7azoulm,47,F,30-07-20,0.1465,0.184229167,1.033,48,0.16061759,8.843,0.087,0
7s4c7lwo,53,M,31-07-20,0.1445,0.176979167,0.737,48,0.119064168,8.495,0.086,0
4t1pr449,65,M,01-08-20,0.1375,0.165,0.928,48,0.130924536,7.92,0.077,1
bbof938v,32,M,02-08-20,0.1495,0.1843125,0.872,48,0.122788376,8.847,0.081,1
myb50dmp,61,M,03-08-20,0.1415,0.161375,0.809,48,0.117050748,7.746,0.077,1
sasspze6,50,M,04-08-20,0.1435,0.189270833,1.049,48,0.164514468,9.085,0.077,1
fit47dvd,57,M,05-08-20,0.155,0.19925,0.923,48,0.155795761,9.564,0.083,1
sqcz7zur,51,M,06-08-20,0.1465,0.1821875,0.89,48,0.1338549,8.745,0.08,1
3oomyu0f,47,M,07-08-20,0.142,0.183,0.793,48,0.129573769,8.784,0.077,1
ua500pfa,60,M,08-08-20,0.1375,0.172979167,0.915,48,0.139589747,8.303,0.083,1
jsbdmnx5,55,M,09-08-20,0.1535,0.1954375,1.266,48,0.184796485,9.381,0.075,0
iaeimi8f,53,M,10-08-20,0.149,0.178375,0.802,48,0.121504684,8.562,0.094,1
ew8c6wug,62,F,11-08-20,0.1455,0.178479167,0.853,48,0.127026214,8.567,0.095,1
mfebpwht,51,M,12-08-20,0.1345,0.167104167,1.096,48,0.151104478,8.021,0.089,1
2qjy26ae,51,F,13-08-20,0.123,0.160604167,0.865,48,0.125301804,7.709,0.083,1
gbvyuem5,55,M,14-08-20,0.1395,0.19275,1.1,48,0.16344763,9.252,0.075,1
1r1rjw66,53,M,15-08-20,0.14,0.209749998,1.0829999,48,0.19774639,10.0679999,0.078,0
j985e544,58,M,16-08-20,0.157,0.189541667,1.036,48,0.157133221,9.098,0.076,1
gv1tfugb,57,M,17-08-20,0.1555,0.181291667,1.214,48,0.162468453,8.702,0.08,1
zhrukh5r,65,M,18-08-20,0.143,0.176333333,0.899,48,0.131826342,8.464,0.077,0
uumeeyns,60,M,19-08-20,0.1395,0.177041667,0.783,48,0.126843338,8.498,0.075,1
wjcpvg0o,41,M,20-08-20,0.135,0.171354167,0.965,48,0.155817336,8.225,0.079,1
m88ha8ry,34,M,21-08-20,0.1545,0.199291667,0.936,48,0.149862342,9.566,0.077,1
yfrzp8ur,53,M,22-08-20,0.145,0.1670625,0.927,48,0.13010428,8.019,0.075,0
uql62u7l,74,M,23-08-20,0.1395,0.170416667,1.182,48,0.160673692,8.18,0.081,1
ijol8071,57,M,24-08-20,0.1535,0.1865625,0.936,48,0.134422469,8.955,0.075,1
irpggnk9,56,M,25-08-20,0.1385,0.185625,1.04,48,0.161939919,8.91,0.084,1
ovl8o74r,61,M,26-08-20,0.1265,0.1645625,0.831,48,0.119732487,7.899,0.079,1
s9j4yv3j,68,M,27-08-20,0.1555,0.216666667,1.196,48,0.207695392,10.4,0.08,1
l4tdjanh,59,M,28-08-20,0.138,0.165354167,0.914,48,0.127544984,7.937,0.076,1
kgwxvi2h,63,M,29-08-20,0.1445,0.20625,1.114,48,0.222561921,9.9,0.078,1
9xzs1a1f,38,F,30-08-20,0.142,0.167625,0.965,48,0.13615661,8.046,0.075,1
ert02x5u,62,M,31-08-20,0.1395,0.177875,1.049,48,0.15456509,8.538,0.077,1
61ytvjrb,46,M,01-09-20,0.1365,0.16775,1.13,48,0.1537985,8.052,0.074,1
58va5h74,42,M,02-09-20,0.1405,0.189666667,0.769,48,0.143386746,9.104,0.075,1
9q5ya4kt,45,M,03-09-20,0.1065,0.119208333,0.663,48,0.084431253,5.722,0.069,0
n8q31ooq,59,M,04-09-20,0.106,0.105645833,0.19,48,0.024965073,5.071,0.067,1
smt0gi7a,52,M,05-09-20,0.105,0.105270833,0.168,48,0.027424744,5.053,0.065,1
5ve8einm,60,M,06-09-20,0.1035,0.105,0.162,48,0.02007539,5.04,0.065,1
eioez25e,60,M,07-09-20,0.099,0.099645833,0.132,48,0.020079088,4.783,0.066,1
9btd3tuo,56,M,08-09-20,0.098,0.0981875,0.126,48,0.019318888,4.713,0.066,1
li35ju4z,38,M,09-09-20,0.097,0.095208333,0.123,48,0.018943318,4.57,0.065,0
3hxgp134,40,M,10-09-20,0.0975,0.09475,0.119,48,0.017823604,4.548,0.066,1
xx785tpq,51,M,11-09-20,0.096,0.1040625,0.505,48,0.061923909,4.995,0.066,1
6iwwsgqx,62,M,12-09-20,0.1765,0.228854167,1.446,48,0.211220062,10.985,0.073,1
qpf15tt3,72,M,13-09-20,0.1475,0.2609375,1.751,48,0.273920194,12.525,0.074,0
91kk1w2g,63,M,14-09-20,0.1685,0.27575,1.072,48,0.223115322,13.236,0.074,1
zkwi2ltb,63,M,15-09-20,0.1725,0.242208333,0.978,48,0.19547835,11.626,0.072,1
fr65c8rz,64,F,16-09-20,0.145,0.253270831,1.2869999,48,0.237563039,12.1569999,0.073,1
a1v441nc,43,M,17-09-20,0.152,0.2839375,1.38,48,0.289775291,13.629,0.074,1
twctbw7t,64,M,18-09-20,0.184,0.304375002,1.423,48,0.285396306,14.6100001,0.08,1
i1udxq11,61,M,19-09-20,0.282,0.4576875,1.375,48,0.382360761,21.969,0.081,1
c4pcztdc,52,M,20-09-20,0.285,0.407562498,1.3329999,48,0.337362033,19.5629999,0.082,1
dvuhwz5m,51,M,21-09-20,0.1895,0.338250002,1.08,48,0.300610624,16.2360001,0.09,1
lwmlbz6p,69,M,22-09-20,0.1815,0.267645835,1.0700001,48,0.254414854,12.8470001,0.083,1
5a8fapxh,59,M,23-09-20,0.1825,0.250708333,0.982,48,0.196948849,12.034,0.083,1
yv40zt1g,48,M,24-09-20,0.2115,0.275708333,1.244,48,0.231200103,13.234,0.085,1
sbvn0nwl,69,M,25-09-20,0.14,0.1955,0.875,48,0.1714618,9.384,0.077,1
m9rxnm3s,36,M,26-09-20,0.151,0.232291667,1.403,48,0.22523916,11.15,0.086,1
ia0qf6tn,53,M,27-09-20,0.157,0.187354167,0.507,48,0.106460559,8.993,0.077,1
86monfb0,43,M,28-09-20,0.1975,0.264958333,1.465,48,0.247594036,12.718,0.088,1
rgt3v4f3,56,M,29-09-20,0.3085,0.306125,0.89,48,0.154785455,14.694,0.082,1
vnnbmaqp,58,M,30-09-20,0.2975,0.380645833,1.068,48,0.196998379,18.271,0.236,1
ycfcnkff,55,M,01-10-20,0.2925,0.417541667,1.965,48,0.323892349,20.042,0.157,1
5nnax458,67,M,02-10-20,0.149,0.195395833,0.803,48,0.145521767,9.379,0.079,1
tm0wui5c,46,M,03-10-20,0.134,0.168166667,0.916,48,0.141924813,8.072,0.078,1
nlsna66a,53,M,04-10-20,0.137,0.181395831,1.1109999,48,0.163985034,8.7069999,0.079,1
siimpms5,38,M,05-10-20,0.1475,0.180979167,1.021,48,0.140506605,8.687,0.079,1
2edlns0j,53,M,06-10-20,0.1415,0.17975,0.745,48,0.123575027,8.628,0.082,1
x7dc99rn,62,M,07-10-20,0.132,0.201979167,1.176,48,0.198048295,9.695,0.077,1
0tk7uy06,47,M,08-10-20,0.176,0.2159375,1.075,48,0.157491831,10.365,0.078,1
rbzkm4jv,56,M,09-10-20,0.1785,0.209875,1.211,48,0.16745436,10.074,0.079,1
qgei0u9a,56,M,10-10-20,0.13,0.230916667,1.204,48,0.225966749,11.084,0.076,1
ox13sjn5,56,M,11-10-20,0.1745,0.242791667,0.921,48,0.185871834,11.654,0.075,0
9lu4m0il,64,F,12-10-20,0.113,0.123104167,0.487,48,0.064730617,5.909,0.075,1
7g38w8zj,61,M,13-10-20,0.2385,0.294499998,1.5779999,48,0.257084047,14.1359999,0.093,1
funt6f6o,68,M,14-10-20,0.132,0.217916667,1.141,48,0.19117841,10.46,0.08,1
y8yqo6wh,57,M,15-10-20,0.185,0.424416662,1.405,48,0.410331246,20.3719998,0.081,1
bxth3pqm,63,M,16-10-20,0.44,0.460583333,1.523,48,0.368454728,22.108,0.084,1
1jxr0d8n,60,M,17-10-20,0.1995,0.335145831,1.4529999,48,0.335361975,16.0869999,0.079,1
tbo6fkck,66,M,18-10-20,0.221,0.347125,1.274,48,0.307220319,16.662,0.084,1
to9ioh98,63,M,19-10-20,0.165,0.279625,1.233,48,0.271051351,13.422,0.084,1
xqhn0vbp,59,M,20-10-20,0.2515,0.387520831,1.312,48,0.338301069,18.6009999,0.077,1
gi6uaa83,61,M,21-10-20,0.147,0.256125,1.069,48,0.247200377,12.294,0.079,1
le0ogx1s,73,F,22-10-20,0.1575,0.231,1.115,48,0.197674135,11.088,0.08,1
fy4w7xz8,47,M,23-10-20,0.143,0.190729167,0.809,48,0.151126935,9.155,0.083,1
0qaoam29,65,M,24-10-20,0.1325,0.192875,1.074,48,0.175531245,9.258,0.076,1
qj4dh6rg,70,M,25-10-20,0.144,0.285125002,1.1950001,48,0.282034834,13.6860001,0.083,1
1wswi7us,50,M,26-10-20,0.177,0.243270833,0.906,48,0.193647161,11.677,0.084,1
yy96yeu9,60,M,27-10-20,0.1595,0.2085625,0.999,48,0.154716887,10.011,0.099,1
4nasrbs6,50,M,28-10-20,0.1405,0.316250004,1.9170001,48,0.381896206,15.1800002,0.096,1
bna2z9te,43,M,29-10-20,0.1805,0.245041667,0.967,48,0.211866373,11.762,0.075,1
y7b0u82k,38,F,30-10-20,0.17,0.216604167,0.942,48,0.169728537,10.397,0.076,1
f3hoz9bu,54,M,31-10-20,0.137,0.1983125,0.714,48,0.133047289,9.519,0.077,1
5o38ihe0,61,M,01-11-20,0.143,0.1955,0.96,48,0.151689913,9.384,0.075,1
1ul8owic,42,M,02-11-20,0.1535,0.277333331,1.235,48,0.288490736,13.3119999,0.075,1
5s6acr7m,53,M,03-11-20,0.2265,0.3375,1.036,48,0.291811729,16.2,0.076,1
tvxpckxo,55,M,04-11-20,0.1295,0.202833333,1.219,48,0.194490642,9.736,0.076,1
ri5v6u4x,61,M,05-11-20,0.233,0.447979167,1.539,48,0.409183852,21.503,0.075,1
kuybfc1y,51,M,06-11-20,0.16,0.242229167,1.052,48,0.205491651,11.627,0.08,1
n9gerpwy,70,M,07-11-20,0.1315,0.246541667,0.754,48,0.200393969,11.834,0.076,1
kpaqpge5,61,M,08-11-20,0.504,0.545625,1.675,48,0.380260976,26.19,0.077,1
8wlxkflg,38,M,09-11-20,0.208,0.254208333,0.791,48,0.124263954,12.202,0.14,1
ng4rrdte,57,M,10-11-20,0.299,0.532416667,1.795,48,0.41334823,25.556,0.12,1
1769ovyk,38,M,11-11-20,0.2405,0.597062496,2.095,48,0.583979572,28.6589998,0.08,1
tixxm78q,62,F,12-11-20,0.2615,0.380395835,1.306,48,0.320493092,18.2590001,0.076,1
pwsvhitd,58,M,13-11-20,0.23,0.255625,0.738,48,0.184289391,12.27,0.078,1
wt8zfqk0,52,M,14-11-20,0.1545,0.254208333,1.273,48,0.237793846,12.202,0.076,1
5gsbtfag,61,M,15-11-20,0.215,0.287083333,1.12,48,0.271623083,13.78,0.081,1
fpj5urao,50,F,16-11-20,0.124,0.207145833,1.143,48,0.189389612,9.943,0.074,1
wutnzzhg,51,M,17-11-20,0.1495,0.189458333,0.55,48,0.121534858,9.094,0.076,1
lwla5ugt,65,M,18-11-20,0.1635,0.215916667,1.276,48,0.1893233,10.364,0.075,1
8zwsi4nk,52,M,19-11-20,0.1415,0.230104167,0.998,48,0.175786771,11.045,0.074,1
t20z4mtt,47,M,20-11-20,0.173,0.350291667,1.76,48,0.359697447,16.814,0.075,1
0gmtnkbh,35,M,21-11-20,0.124,0.244375002,1.0880001,48,0.246486348,11.7300001,0.075,1
rrhh2alf,57,M,22-11-20,0.1945,0.240166667,1.175,48,0.198530166,11.528,0.072,1
sgmk96vr,62,M,23-11-20,0.231,0.233625,1.171,48,0.184391769,11.214,0.074,1
1ke7i2wr,59,M,24-11-20,0.247,0.298770833,1.154,48,0.238928926,14.341,0.074,1
v95fzp8n,53,M,25-11-20,0.1295,0.199166667,1.016,48,0.158159539,9.56,0.074,1
52vixim5,62,M,26-11-20,0.1365,0.221479167,1.169,48,0.192664076,10.631,0.074,1
47ema2dq,54,M,27-11-20,0.1635,0.229229167,1.117,48,0.181751085,11.003,0.075,1
jzj8q25c,56,M,28-11-20,0.192,0.219020833,1.084,48,0.17960364,10.513,0.074,1
qg0fsliy,56,M,29-11-20,0.1355,0.239791667,0.956,48,0.195664493,11.51,0.074,1
p7um7o87,54,M,30-11-20,0.12,0.163708333,0.994,48,0.142454018,7.858,0.073,1
myolq6r9,66,F,01-12-20,0.2375,0.269125,1.136,48,0.192249132,12.918,0.076,1
xvi5miqw,63,M,02-12-20,0.127,0.188770833,0.944,48,0.145126539,9.061,0.075,1
viqwsng7,44,M,03-12-20,0.1235,0.305020831,2.2620001,48,0.414327526,14.6409999,0.075,0
1i36lsj2,60,M,04-12-20,0.255,0.354479167,1.476,48,0.342602554,17.015,0.075,1
4k8f7ou1,55,M,05-12-20,0.1505,0.218645833,0.884,48,0.17112214,10.495,0.077,1
mtmgur1u,66,M,06-12-20,0.2165,0.3051875,1.141,48,0.249910678,14.649,0.08,0
gdsfkw1b,66,M,07-12-20,0.2165,0.244999998,1.3559999,48,0.205850688,11.7599999,0.074,0
0s6ort9f,65,M,08-12-20,0.1575,0.380833333,2.352,48,0.484569181,18.28,0.076,1
zl5lgcog,60,M,09-12-20,0.137,0.240041667,0.927,48,0.184011905,11.522,0.074,0
2su7oqbz,60,M,10-12-20,0.238,0.268375,0.979,48,0.185297418,12.882,0.075,1
yba7mdtb,60,M,11-12-20,0.167,0.269479167,1.191,48,0.210647532,12.935,0.078,1
ic4d9dhk,56,M,12-12-20,0.1495,0.2686875,1.359,48,0.23025704,12.897,0.073,0
jh9e85c0,59,M,13-12-20,0.234,0.260125,1.043,48,0.179923107,12.486,0.077,1
7vi6skvh,62,M,14-12-20,0.197,0.238166669,1.1440001,48,0.185877038,11.4320001,0.077,1
efrv5nvf,63,M,15-12-20,0.2205,0.254458333,0.837,48,0.163344559,12.214,0.075,1
xtg0e142,57,M,16-12-20,0.193,0.258458333,1.226,48,0.203196578,12.406,0.074,1
bbvxu8op,62,M,17-12-20,0.35,0.384937502,1.414,48,0.338819633,18.4770001,0.079,0
e6e5nvn9,63,M,18-12-20,0.2555,0.30075,1.075,48,0.223384079,14.436,0.074,1
lgcmamfb,46,M,19-12-20,0.167,0.251520835,1.0470001,48,0.187746782,12.0730001,0.076,1
4u2re1cu,63,M,20-12-20,0.1635,0.274395833,0.93,48,0.204098614,13.171,0.078,0
7336uosi,60,M,21-12-20,0.12,0.2343125,1.122,48,0.200521889,11.247,0.074,0
e62cfqt7,58,M,22-12-20,0.133,0.250520833,0.801,48,0.186774638,12.025,0.075,1
04cuk2cn,64,M,23-12-20,0.111,0.140020833,0.528,48,0.094923147,6.721,0.074,1
mvxz7lx7,63,M,24-12-20,0.0995,0.099604167,0.127,48,0.018010328,4.781,0.074,1
m9rg6d3w,74,M,25-12-20,0.0955,0.096875,0.123,48,0.015654005,4.65,0.075,0
89xnnvuv,52,M,26-12-20,0.098,0.098041667,0.185,48,0.020036093,4.706,0.074,1
zowp10ts,69,M,27-12-20,0.111,0.190041667,0.78,48,0.176307994,9.122,0.073,1
i4pmux28,51,M,28-12-20,0.197,0.284541665,1.2029999,48,0.23252434,13.6579999,0.076,1
jw1lxwyd,60,M,29-12-20,0.3175,0.312125,1.187,48,0.217961116,14.982,0.079,1
xiv9vxdp,56,M,30-12-20,0.249,0.314208333,1.306,48,0.277396403,15.082,0.076,1
mcfmxqp2,55,M,31-12-20,0.267,0.286375,0.833,48,0.184412999,13.746,0.076,1
ccssuz98,54,M,01-01-21,0.3615,0.322833333,1.205,48,0.202264135,15.496,0.076,1
snqdma0s,77,M,02-01-21,0.3065,0.295729167,1.101,48,0.18128592,14.195,0.075,1
z57tl9l9,63,M,03-01-21,0.149,0.237125,0.9,48,0.17319619,11.382,0.077,1
p67twx7a,55,M,04-01-21,0.1425,0.336999998,1.707,48,0.366824377,16.1759999,0.074,1
402ls2aq,52,M,05-01-21,0.264,0.300375,1.09,48,0.213337274,14.418,0.074,1
spqu61lt,64,M,06-01-21,0.251,0.297958333,1.182,48,0.219242599,14.302,0.074,1
4mnaicki,60,M,07-01-21,0.2655,0.343583333,0.967,48,0.246890607,16.492,0.073,1
ztkjm79p,60,M,08-01-21,0.178,0.272479167,1.092,48,0.197104356,13.079,0.075,0
0fitbwuv,58,M,09-01-21,0.152,0.303687498,1.4299999,48,0.297826384,14.5769999,0.073,1
oad4l4fa,59,M,10-01-21,0.3205,0.311749998,1.1569999,48,0.21752216,14.9639999,0.072,0
6vcts4w3,61,M,11-01-21,0.198,0.301375,1.531,48,0.31219011,14.466,0.073,1
a22s8xyz,40,M,12-01-21,0.3415,0.334041667,0.834,48,0.197909388,16.034,0.072,1
hlyn3a9q,61,M,13-01-21,0.1275,0.380541669,1.972,48,0.450870272,18.2660001,0.072,1
azkamnpa,41,M,14-01-21,0.1715,0.386083333,1.406,48,0.404016422,18.532,0.072,0
r8j6lhoc,57,M,15-01-21,0.205,0.404489362,1.789,47,0.434553588,19.011,0.075,1
0svscbpu,63,M,16-01-21,0.2,0.329208333,1.47,48,0.320701622,15.802,0.08,1
0brhn8oc,59,M,17-01-21,0.3145,0.310291667,1.057,48,0.199698066,14.894,0.081,1
tv1fx7sy,51,M,18-01-21,0.158,0.257729167,1,48,0.201044796,12.371,0.074,0
ckby80vf,59,M,19-01-21,0.3415,0.308333333,1.01,48,0.190314559,14.8,0.075,1
jz61fxpn,42,M,20-01-21,0.185,0.260125,1.038,48,0.191590279,12.486,0.074,0
ln8ddyuj,55,M,21-01-21,0.2085,0.333854167,1.53,48,0.355545849,16.025,0.075,1
y0wf456f,63,F,22-01-21,0.1865,0.294083331,1.1569999,48,0.254559423,14.1159999,0.076,0
x8zdlml2,62,M,23-01-21,0.174,0.2621875,0.96,48,0.171973236,12.585,0.11,1
e1iaiwc6,56,M,24-01-21,0.3565,0.302916667,1.155,48,0.206118932,14.54,0.074,0
amuuj7p8,53,M,25-01-21,0.261,0.292479167,1.107,48,0.190187812,14.039,0.074,1
fooovon8,68,M,26-01-21,0.3435,0.500833333,2.5039999,48,0.546923398,24.04,0.075,1
pyam9yn3,53,M,27-01-21,0.197,0.471437502,2.4100001,48,0.528355381,22.6290001,0.075,1
zc491h8v,60,M,28-01-21,0.274,0.290020833,1.051,48,0.19289469,13.921,0.09,1
ff7dg890,62,M,29-01-21,0.1755,0.422999998,1.652,48,0.463493299,20.3039999,0.075,0
7ots8npg,59,M,30-01-21,0.213,0.295125,1.16,48,0.243062869,14.166,0.074,1
whoydkd5,51,M,31-01-21,0.39,0.449458335,1.627,48,0.44370625,21.5740001,0.075,0
covwyddp,61,M,01-02-21,0.13,0.238020833,0.799,48,0.195760328,11.425,0.076,1
3ylcev0n,57,M,02-02-21,0.3445,0.568166671,2.447,48,0.654042053,27.2720002,0.076,1
eqiokrub,56,M,03-02-21,0.277,0.363916667,0.841,48,0.253833823,17.468,0.079,1
7iukltl1,58,M,04-02-21,0.284,0.5075625,2.0050001,48,0.562284736,24.363,0.083,1
9k55f9o6,69,M,05-02-21,0.2395,0.354541667,1.068,48,0.249781688,17.018,0.099,1
az4a70b0,67,M,06-02-21,0.1955,0.278166669,1.4400001,48,0.235054222,13.3520001,0.073,1
2vlvz5o9,58,M,07-02-21,0.2215,0.347145833,1.595,48,0.378679733,16.663,0.077,1
1idu68su,65,M,08-02-21,0.334,0.35775,1.087,48,0.256253905,17.172,0.073,1
jlhykfbf,63,M,09-02-21,0.192,0.2636875,0.84,48,0.181127927,12.657,0.082,1
cl9gpt9w,55,M,10-02-21,0.1515,0.225958333,0.933,48,0.176108521,10.846,0.073,0
ndnze5o4,57,M,11-02-21,0.3795,0.324708333,1.112,48,0.201866815,15.586,0.072,1
176djnf5,65,M,12-02-21,0.226,0.28775,0.999,48,0.210919618,13.812,0.073,0
ltp7iv1z,54,M,13-02-21,0.139,0.244229167,1.158,48,0.204190695,11.723,0.072,1
qzm9wgde,72,M,14-02-21,0.302,0.2811875,1.016,48,0.187425748,13.497,0.073,1
qm5a5c4b,75,M,15-02-21,0.2255,0.261875,0.95,48,0.17002686,12.57,0.084,1
dgnddq80,49,M,16-02-21,0.2875,0.457083333,2.398,48,0.537960445,21.94,0.075,1
ofx0hvvs,51,M,17-02-21,0.178,0.269104167,0.979,48,0.195527028,12.917,0.076,1
lr9ood7b,60,M,18-02-21,0.2065,0.355541669,1.5880001,48,0.375113434,17.0660001,0.075,1
dpixz43n,64,F,19-02-21,0.2885,0.3124375,1.082,48,0.206534002,14.997,0.075,1
eui9ynhb,58,M,20-02-21,0.1315,0.247416667,0.763,48,0.181760403,11.876,0.075,0
y9hu3gyf,61,M,21-02-21,0.214,0.2725625,1.151,48,0.197883042,13.083,0.092,1
kqithgfo,67,M,22-02-21,0.2275,0.265291667,1.086,48,0.185339477,12.734,0.077,1
5dx3lscp,62,M,23-02-21,0.301,0.310125,1.063,48,0.210406054,14.886,0.095,1
pqzwk6rj,65,M,24-02-21,0.1345,0.261,0.891,48,0.20585256,12.528,0.075,1
ts1hzp3u,63,M,25-02-21,0.1925,0.246375,0.802,48,0.16629116,11.826,0.075,1
ej795nks,69,M,26-02-21,0.1515,0.256833333,1.028,48,0.196094998,12.328,0.076,1
ua4p2m5j,51,M,27-02-21,0.218,0.427458333,1.35,48,0.406681273,20.518,0.08,0
xv0esvos,62,M,28-02-21,1.387,1.387,1.387,1,,1.387,1.387,1
9mzs5dl4,55,M,03-12-11,0.115,0.300233333,1.179,30,0.361230911,9.007,0.047,1
mxyxwkhx,75,M,04-12-11,0.175,0.432562504,1.914,48,0.484151596,20.7630002,0.026,1
k4en9ksd,40,M,05-12-11,0.078,0.125416667,0.934,48,0.153326773,6.02,0.025,0
ovpgw054,67,M,06-12-11,0.114,0.277541669,1.216,48,0.313398668,13.3220001,0.027,1
bb27z7h0,58,M,07-12-11,0.1035,0.188791667,0.873,48,0.209613013,9.062,0.026,1
t40ybhgb,60,M,08-12-11,0.089,0.284666665,1.6569999,48,0.366332148,13.6639999,0.025,0
fghu8ouc,63,M,09-12-11,0.1035,0.246166669,1.29,48,0.30455698,11.8160001,0.05,1
fkigak9x,35,M,10-12-11,0.1205,0.338708331,1.1799999,48,0.336390786,16.2579999,0.054,0
wzun1vvq,62,M,11-12-11,0.106,0.2265,1.278,48,0.294077787,10.872,0.026,1
o088rxb5,43,M,12-12-11,0.076,0.204854171,1.104,48,0.290425012,9.8330002,0.031,1
wy07nao0,63,M,13-12-11,0.0845,0.162895833,0.987,48,0.201935465,7.819,0.027,0
i948aq4b,68,M,14-12-11,0.0765,0.1568125,1.034,48,0.214830924,7.527,0.037,1
ut9uxu3d,65,M,15-12-11,0.113,0.289708333,1.15,48,0.312983241,13.906,0.045,1
g2f151oc,48,M,16-12-11,0.083,0.221020833,1.01,48,0.256611594,10.609,0.041,1
jkagq2qk,63,M,17-12-11,0.2145,0.416416669,1.405,48,0.412983175,19.9880001,0.073,1
n3zw34fh,64,M,18-12-11,0.314,0.4491875,1.35,48,0.416506885,21.561,0.026,0
zwbc7nnn,61,M,19-12-11,0.0725,0.124020833,0.462,48,0.123763242,5.953,0.041,1
bhlnwu69,50,M,20-12-11,0.11,0.249375,1.104,48,0.270798003,11.97,0.027,1
luzi6tfw,59,M,21-12-11,0.077,0.166395833,0.948,48,0.227689107,7.987,0.033,1
4azsywuu,55,M,22-12-11,0.084,0.194979167,1.266,48,0.250662398,9.359,0.043,0
vblgotjn,45,M,23-12-11,0.0795,0.272958333,1.192,48,0.327438476,13.102,0.032,0
rxbcuseq,65,M,24-12-11,0.1095,0.234208333,1.24,48,0.268966498,11.242,0.051,1
1r65yam5,61,M,25-12-11,0.0805,0.082041667,0.218,48,0.026271057,3.938,0.045,0
elffac88,49,M,26-12-11,0.1185,0.397333335,1.5650001,48,0.459234444,19.0720001,0.048,1
jid2pfhz,72,M,27-12-11,0.083,0.14325,1.057,48,0.193831743,6.876,0.032,1
u70p2q58,50,M,28-12-11,0.075,0.177791667,0.939,48,0.232120288,8.534,0.037,1
vv03koi8,64,M,29-12-11,0.1125,0.276875,1.072,48,0.28794153,13.29,0.03,1
bfmng0fq,55,M,30-12-11,0.1015,0.352270833,1.636,48,0.407255983,16.909,0.049,1
do5c85ad,63,M,31-12-11,0.1315,0.381812498,1.3,48,0.407938751,18.3269999,0.049,1
smueertk,59,M,01-01-19,0.284,0.469916665,1.6339999,48,0.451876735,22.5559999,0.054,1
dhkd7omo,56,M,02-01-19,0.105,0.2134375,0.926,48,0.241704841,10.245,0.026,1
27859c2f,62,M,03-01-19,0.0945,0.210375,1.365,48,0.274691674,10.098,0.038,1
ueuz99pl,74,M,04-01-19,0.0905,0.139,0.926,48,0.148163653,6.672,0.045,1
vw8xjo9t,54,M,05-01-19,0.117,0.258166667,1.4579999,48,0.339219023,12.392,0.06,1
bnnl700a,57,M,06-01-19,0.076,0.201770833,0.95,48,0.275218153,9.685,0.04,0
h640qddv,62,M,07-01-19,0.1005,0.267770833,1.034,48,0.292737501,12.853,0.038,1
er3mnkyf,76,M,08-01-19,0.096,0.214520833,1.045,48,0.245333034,10.297,0.046,1
m71xkuo9,54,F,09-01-19,0.075,0.2085,1.416,48,0.314889308,10.008,0.031,1
gwd8qin6,70,M,10-01-19,0.098,0.219291667,1.073,48,0.258150621,10.526,0.028,1
3datxv8j,61,F,11-01-19,0.071,0.1835,1.204,48,0.252806881,8.808,0.035,0
zk3dp8i6,48,M,12-01-19,0.0985,0.246104167,1.377,48,0.325767848,11.813,0.039,0
6z7rt5dd,48,M,13-01-19,0.088,0.197125,0.957,48,0.264740469,9.462,0.041,1
rsycde29,61,M,14-01-19,0.295,0.467749998,1.846,48,0.449169893,22.4519999,0.027,1
v0na73zt,66,M,15-01-19,0.1565,0.344770831,1.651,48,0.366320877,16.5489999,0.044,1
kt9ja8nc,68,M,16-01-19,0.09,0.142854167,0.902,48,0.165391604,6.857,0.038,0
